CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend
12347.0,-0.9019479585715564,0.676143738134901,1.858486417830689,2.272697198285219,1.6439130624261018,0.7868956013986899,-0.6864094250220923,1,0.6463152292236837,0,-0.5382029413598544,-0.42520159897956794,1.0230378791751362,1.249796307506006,0.1120200642886874
12348.0,-0.1654705733190565,-0.018094227781443935,1.7256399685746158,0.21385955528054204,0.3641814816395924,-0.5698877304328175,-0.6589416402827354,3,2.815097438178073,0,-0.5382029413598544,-0.42520159897956794,0.008711893925852223,0.45871735631814625,-0.4906570795877866
12350.0,2.2053812833157034,-0.7123321936977889,-0.5264236473854844,-0.6051862445535774,0.04021116781490339,-0.6526184213981533,1.475517759968522,2,1.5138281128054394,0,-0.5382029413598544,-0.42520159897956794,-0.24806969425671516,-0.7168476957816002,0.08636142441930054
12352.0,-0.5589310942073784,0.9075563934403493,-0.17849247076243518,0.17695075029344223,-0.5646190980156367,0.025773244517600328,-0.6829528750236546,1,0.6463152292236837,0,0.3834271060129994,-0.22553425376318934,-0.042221135620451176,-0.024674137409571688,0.07102139401064299
12353.0,1.1359757650038542,-0.7123321936977889,-0.711986941584444,-0.7523914590069812,-0.9849544840044017,-0.8511720797149593,1.475517759968522,3,1.9475845545963173,0,-0.5382029413598544,-0.42520159897956794,-1.0606245889216253,-0.7168476957816002,0.08636142441930054
12354.0,1.4184602415390595,-0.7123321936977889,-0.17427512316700428,-0.042595721934677255,3.958200635576124,0.04231938271066749,1.475517759968522,3,0.2125587874328058,0,-0.5382029413598544,-0.42520159897956794,2.8573616217703277,-0.7168476957816002,0.08636142441930054
12355.0,1.236863078052142,-0.7123321936977889,-0.48003282383574447,-0.48693473342985955,0.863737616452612,-0.7022568359773548,1.475517759968522,0,0.2125587874328058,0,-0.5382029413598544,-0.42520159897956794,0.4046642766279498,-0.7168476957816002,0.08636142441930054
12358.0,-0.9120366898763851,-0.4809195383923406,-0.47792415003802907,-0.15105744128900125,0.886846267708325,-0.7188029741704219,-0.663811095436236,1,-1.0887105379398279,0,-0.5382029413598544,-0.42520159897956794,0.4229803874473197,-0.23434716787372115,0.7632216774247198
12360.0,-0.3975113933301181,-0.24950688308689226,0.48573977551793146,0.8336551422503218,2.40075407067167,0.803441739591757,-0.6889882335792566,1,1.0800716710145615,0,-0.5382029413598544,-0.42520159897956794,1.6229164106511955,0.8444112876128855,0.08693338677607389
12361.0,1.9733404633046416,-0.7123321936977889,-0.6381833586644032,-0.6908290056401488,-0.5562216237742249,-0.7684413887496235,1.475517759968522,4,0.2125587874328058,0,-0.5382029413598544,-0.42520159897956794,-0.7208073277156087,-0.7168476957816002,0.08636142441930054
