CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend
12347.0,2,7,2458,4310.0,615.7142857142857,103,2.016574585635359,1,14,0,0,0.0,615.7142857142857,341.07078946836157,4.486071428571431
12348.0,75,4,2332,1437.24,359.31,21,10.884615384615385,3,19,0,0,0.0,359.31,203.87568859479052,-100.88399999999999
12350.0,310,1,196,294.4,294.4,16,700.0,2,16,0,0,0.0,294.4,0.0,0.0
12352.0,36,8,526,1385.74,173.2175,57,3.1325301204819276,1,14,0,1,0.125,346.435,120.04215384605527,-2.682000000000002
12353.0,204,1,20,89.0,89.0,4,700.0,3,17,0,0,0.0,89.0,0.0,0.0
12354.0,232,1,530,1079.4,1079.4,58,700.0,3,13,0,0,0.0,1079.4,0.0,0.0
12355.0,214,1,240,459.4,459.4,13,700.0,0,13,0,0,0.0,459.4,0.0,0.0
12358.0,1,2,242,928.0600000000001,464.03000000000003,12,9.3125,1,10,0,0,0.0,464.03000000000003,83.67901648561606,118.34000000000003
12360.0,52,3,1156,2302.06,767.3533333333334,104,1.184,1,15,0,0,0.0,767.3533333333334,270.7657477106979,0.10000000000002274
12361.0,287,1,90,174.9,174.9,9,700.0,4,13,0,0,0.0,174.9,0.0,0.0
12362.0,3,13,2197,4737.23,364.40230769230766,200,1.1102661596958174,3,15,0,3,0.23076923076923078,592.15375,389.12720138196096,49.11035714285715
12363.0,109,2,408,552.0,276.0,23,6.045454545454546,0,13,0,0,0.0,276.0,32.668333290818495,-46.20000000000002
12364.0,7,4,1499,1208.1,302.025,69,1.3125,4,15,0,0,0.0,302.025,211.40655138066717,-64.654
12365.0,291,1,173,320.69,320.69,21,700.0,0,13,0,0,0.0,320.69,0.0,0.0
12367.0,4,1,172,150.9,150.9,10,700.0,0,16,0,0,0.0,150.9,0.0,0.0
12370.0,51,4,2349,3421.94,855.485,142,1.8841463414634145,1,12,0,0,0.0,1140.6466666666668,532.1485172706331,-502.495
12372.0,71,3,788,1196.04,398.68,33,4.6875,2,12,0,0,0.0,398.68,70.34687484174401,-5.050000000000011
12373.0,311,1,196,324.6,324.6,13,700.0,1,13,0,0,0.0,324.6,0.0,0.0
12374.0,25,1,339,622.93,622.93,32,700.0,0,15,0,0,0.0,622.93,0.0,0.0
12375.0,2,3,176,377.5,125.83333333333333,13,6.4,4,14,0,1,0.3333333333333333,125.83333333333333,108.98588593636028,-95.15
12379.0,81,3,402,777.24,259.08,38,2.3421052631578947,0,10,0,1,0.3333333333333333,259.08,225.89670913937636,-26.21999999999997
12380.0,21,5,1110,2427.81,485.562,76,1.64,4,11,0,1,0.2,606.9525,209.04982282939153,82.63699999999997
12381.0,4,4,797,1474.81,368.7025,69,1.3529411764705883,4,9,0,1,0.25,491.6033333333333,479.4253326987773,-460.865
12383.0,184,6,1518,1628.56,271.4266666666667,83,1.7872340425531914,2,14,0,1,0.16666666666666666,325.712,239.84953735623512,-143.654
12384.0,28,3,122,425.27000000000004,141.7566666666667,25,3.4444444444444446,2,11,0,1,0.3333333333333333,141.75666666666666,122.76488680943478,-0.05499999999999261
12386.0,337,2,354,401.9,200.95,10,3.2222222222222223,2,9,0,0,0.0,200.95,81.95367593952083,-115.89999999999998
12388.0,15,6,1462,2780.66,463.4433333333333,57,3.1414141414141414,3,11,0,0,0.0,463.4433333333333,327.1524836321233,59.20857142857143
12390.0,79,1,350,504.84000000000003,504.84000000000003,31,700.0,2,9,0,0,0.0,504.84000000000003,0.0,0.0
12391.0,21,1,293,439.66,439.66,92,700.0,4,12,0,0,0.0,439.66,0.0,0.0
12393.0,72,4,816,1582.6000000000001,395.65000000000003,47,4.126984126984127,2,9,0,0,0.0,527.5333333333333,109.0752186948682,-58.99999999999999
12394.0,63,2,808,1080.48,540.24,25,6.416666666666667,4,14,0,0,0.0,540.24,267.5126374584946,378.32
12395.0,15,15,2097,2682.63,178.842,90,2.4383561643835616,4,16,0,3,0.2,298.07,219.2419484838611,17.702666666666673
12397.0,35,2,1250,2214.9,1107.45,109,0.8130081300813008,2,14,0,0,0.0,1107.4499999999998,3.337544007200443,-4.720000000000027
12399.0,119,4,1173,1033.65,258.4125,46,2.6296296296296298,1,10,0,0,0.0,258.4125,143.6191522453279,-57.11100000000001
12401.0,303,1,10,69.3,69.3,4,700.0,2,13,0,0,0.0,69.3,0.0,0.0
12402.0,323,1,92,195.6,195.6,10,700.0,3,13,0,0,0.0,195.6,0.0,0.0
12403.0,49,1,94,391.7,391.7,4,700.0,4,10,0,0,0.0,391.7,0.0,0.0
12407.0,49,5,1403,1507.1200000000001,301.42400000000004,56,3.028169014084507,2,9,0,0,0.0,376.78,277.27468306115986,71.21199999999999
12408.0,32,8,1391,2618.55,327.31875,80,2.130841121495327,4,10,0,3,0.375,523.71,301.6632262971408,41.60999999999999
12410.0,301,3,207,533.33,177.77666666666667,25,0.2692307692307692,4,10,0,1,0.3333333333333333,533.33,0.0,0.0
12412.0,74,3,824,1142.88,380.96000000000004,42,1.6666666666666667,0,13,0,0,0.0,380.96000000000004,88.39763118998155,-86.18
12413.0,66,4,282,686.1,171.525,28,7.527777777777778,3,16,0,1,0.25,228.70000000000002,176.2647937053795,-124.52499999999998
12414.0,217,3,297,442.41,147.47,15,6.642857142857143,2,14,0,0,0.0,147.47,48.29698437790916,6.045000000000002
12417.0,3,12,1527,3226.1,268.84166666666664,157,1.8829787234042554,3,14,0,3,0.25,358.4555555555555,212.2393122816265,-0.9018333333333279
12418.0,112,1,407,668.58,668.58,34,700.0,4,11,0,0,0.0,668.58,0.0,0.0
12420.0,63,1,345,600.39,600.39,29,700.0,4,8,0,0,0.0,600.39,0.0,0.0
12421.0,15,4,478,639.04,159.76,31,7.6,6,13,0,0,0.0,159.76,24.61234514087054,5.55
12422.0,95,3,367,683.5600000000001,227.85333333333335,38,6.1891891891891895,4,9,0,0,0.0,227.85333333333332,75.39590528227203,-45.400000000000006
12423.0,0,9,1324,1634.31,181.59,96,3.017094017094017,0,10,0,1,0.1111111111111111,181.59,101.11027952191607,-16.854499999999998
12425.0,78,1,496,777.2,777.2,36,700.0,3,17,0,0,0.0,777.2,0.0,0.0
12426.0,194,1,254,510.73,510.73,29,700.0,6,12,0,0,0.0,510.73,0.0,0.0
12427.0,11,5,526,699.8,139.95999999999998,25,11.612903225806452,0,15,0,2,0.4,233.26666666666665,25.629782155401436,-22.89
12429.0,9,4,1538,3388.4,847.1,81,3.827956989247312,0,12,0,0,0.0,847.1,325.3753528875023,-11.452000000000009
12430.0,43,1,116,216.4,216.4,10,700.0,3,15,0,0,0.0,216.4,0.0,0.0
12431.0,35,18,2889,6314.95,350.8305555555555,162,1.4382978723404256,3,14,0,3,0.16666666666666666,701.661111111111,351.92148262945113,13.208166666666672
12434.0,84,4,394,806.14,201.535,49,5.2075471698113205,4,12,0,2,0.5,201.535,251.50165652204626,127.34200000000001
12436.0,99,1,209,429.01000000000005,429.01000000000005,15,700.0,3,12,0,0,0.0,429.01000000000005,0.0,0.0
12437.0,1,19,2894,4447.41,234.0742105263158,117,1.7934782608695652,2,9,0,1,0.05263157894736842,444.741,375.2729457771,32.12648484848484
12441.0,366,1,120,155.55,155.55,10,700.0,2,10,0,0,0.0,155.55,0.0,0.0
12442.0,3,1,181,144.06,144.06,11,700.0,1,14,0,0,0.0,144.06,0.0,0.0
12444.0,21,5,1130,4085.46,817.092,137,0.8771929824561403,1,14,0,0,0.0,817.092,595.3342472678689,-226.51800000000003
12445.0,22,1,60,77.4,77.4,3,700.0,3,18,0,0,0.0,77.4,0.0,0.0
12446.0,57,1,351,1002.3100000000001,1002.3100000000001,57,700.0,3,12,0,0,0.0,1002.3100000000001,0.0,0.0
12447.0,243,1,187,431.49,431.49,25,700.0,6,13,0,0,0.0,431.49,0.0,0.0
12448.0,44,1,240,365.45,365.45,21,700.0,2,13,0,0,0.0,365.45,0.0,0.0
12449.0,22,4,1523,3596.29,899.0725,117,0.8870967741935484,3,9,0,0,0.0,899.0725,233.06767291568633,157.809
12450.0,156,2,128,197.88,98.94,7,2.4285714285714284,6,14,0,0,0.0,98.94,4.157787873376896,-5.8799999999999955
12452.0,16,1,181,348.57,348.57,20,700.0,2,8,0,0,0.0,348.57,0.0,0.0
12453.0,134,1,473,707.09,707.09,43,700.0,3,14,0,0,0.0,707.09,0.0,0.0
12455.0,73,5,2084,2339.86,467.97200000000004,84,2.6547619047619047,2,9,0,0,0.0,467.97200000000004,685.4232305079834,-302.864
12456.0,44,4,1618,2581.04,645.26,104,1.68,2,15,0,1,0.25,645.26,449.7113596519439,-111.88200000000002
12457.0,58,11,835,2043.23,185.74818181818182,52,2.873015873015873,2,15,0,5,0.45454545454545453,510.8075,483.34363678960335,-119.30699999999997
12458.0,71,2,502,787.4,393.7,34,6.085714285714285,0,10,0,0,0.0,393.70000000000005,44.94370701221694,63.56
12461.0,154,1,282,626.88,626.88,34,700.0,4,10,0,0,0.0,626.88,0.0,0.0
12462.0,2,4,527,937.59,234.3975,50,4.36231884057971,2,14,0,2,0.5,312.53,298.2617975872874,-297.055
12463.0,46,6,768,1200.78,200.13,65,2.3780487804878048,1,13,0,2,0.3333333333333333,300.195,27.298125088242475,6.572000000000008
12464.0,10,8,95,957.05,119.63125,5,14.238095238095237,3,13,0,0,0.0,191.41,124.156153693645,9.940000000000007
12465.0,7,3,475,682.1899999999999,227.39666666666665,45,3.375,3,13,0,1,0.3333333333333333,227.39666666666668,208.95036978510794,-205.47
12468.0,143,3,362,657.54,219.17999999999998,35,4.675675675675675,6,11,0,1,0.3333333333333333,219.18000000000004,238.36479752681606,-92.295
12473.0,53,4,2394,2585.73,646.4325,138,0.8313253012048193,0,11,0,1,0.25,861.91,620.4900304597971,491.14500000000004
12475.0,53,1,532,669.38,669.38,35,700.0,0,10,0,0,0.0,669.38,0.0,0.0
12478.0,3,1,233,545.99,545.99,35,700.0,1,9,0,0,0.0,545.99,0.0,0.0
12479.0,3,3,382,473.2,157.73333333333332,30,0.24242424242424243,0,13,0,2,0.6666666666666666,236.6,334.6029288574743,-473.2
12480.0,28,4,1685,2885.63,721.4075,128,2.0671140939597317,4,14,0,0,0.0,721.4075,206.03467626834077,60.39499999999998
12481.0,22,11,3262,5003.82,454.89272727272726,149,1.6490384615384615,0,10,0,1,0.09090909090909091,625.4775,382.1585974715584,9.945952380952374
12483.0,17,11,1094,1910.98,173.72545454545454,45,4.535211267605634,1,11,0,3,0.2727272727272727,272.9971428571429,93.75036617071346,3.1153571428571434
12484.0,35,6,2166,3939.32,656.5533333333334,255,0.8801169590643275,4,13,0,2,0.3333333333333333,656.5533333333334,534.5132179718914,-34.00000000000002
12488.0,9,3,526,1244.66,414.8866666666667,45,1.2452830188679245,2,10,0,0,0.0,414.8866666666667,178.04314261811191,-38.089999999999975
12489.0,336,1,103,298.93,298.93,14,700.0,4,13,0,0,0.0,298.93,0.0,0.0
12490.0,5,10,3033,4859.93,485.99300000000005,130,1.3846153846153846,2,13,0,0,0.0,607.49125,345.208488533172,44.769880952380944
12491.0,38,1,258,424.40000000000003,424.40000000000003,24,700.0,1,12,0,0,0.0,424.40000000000003,0.0,0.0
12492.0,63,2,190,227.21,113.605,18,2.4705882352941178,4,15,0,0,0.0,113.60500000000002,7.37512372777568,10.429999999999993
12493.0,165,3,204,379.74,126.58,18,1.6,3,14,0,1,0.3333333333333333,189.87,9.376235918533613,-13.259999999999991
12494.0,9,13,698,1084.1000000000001,83.3923076923077,62,4.684210526315789,3,13,0,6,0.46153846153846156,154.8714285714286,120.8532035747738,20.01964285714286
12497.0,81,1,1231,953.1,953.1,13,700.0,0,12,0,0,0.0,953.1,0.0,0.0
